NUTS Region;1 - CO;1 - NO;1 - NO2;1 - O3;1 - PM10;1 - SO2;2 - Euro per inhabitant;2 - Euro per inhabitant in percentage of the EU27 (from 2020) average;2 - Million euro;2 - Million purchasing power standards (PPS, EU27 from 2020);2 - Million units of national currency;2 - Purchasing power standard (PPS, EU27 from 2020), per inhabitant;2 - Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;3 - Acute myocardial infarction including subsequent myocardial infarction;3 - All causes of death (A00-Y89) excluding S00-T98;3 - Asthma and status asthmaticus;3 - Cerebrovascular diseases;3 - Chronic lower respiratory diseases;3 - Diabetes mellitus;3 - Malignant melanoma of skin;3 - Malignant neoplasm of breast;3 - Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal;3 - Malignant neoplasm of trachea, bronchus and lung;3 - Mental and behavioural disorders (F00-F99);3 - Other ischaemic heart diseases;3 - Other mental and behavioural disorders (remainder of F00-F99)
Salzburg;0.2533538683817266;5.707083384135947;21.244787899252422;50.49247334931952;13.405373668523472;1.7953810698714705;45984.61538461538;169.23076923076923;24977.6;22333.48384615385;24977.6;41138.46153846154;151.6153846153846;74.27933333333334;1656.6633333333334;1.479;122.30233333333334;63.23800000000001;48.416;7.531000000000001;28.730333333333338;36.85733333333334;64.07733333333333;57.266;173.60933333333332;0.91
Schwaben;0.2701335252882847;9.944492742264138;21.814550630992507;47.15079526149096;15.309237245783828;;35769.230769230766;131.84615384615384;65860.78230769231;60568.939230769225;65860.78230769231;32892.307692307695;121.3076923076923;102.91633333333333;1823.8853333333327;2.208;131.782;58.878;51.75333333333333;6.076333333333333;33.092666666666666;47.05;62.47;106.62533333333332;149.49566666666666;2.552333333333333
Severozápad;0.3861242194851907;10.92733373454974;19.656451414349124;51.96176821610374;20.13107302956364;5.532376707372983;11661.53846153846;42.69230769230769;13069.756923076922;19174.976923076923;348952.1561538462;17076.923076923078;62.84615384615385;111.31066666666668;2628.7453333333333;2.35;295.16866666666664;78.83633333333334;102.64066666666668;6.386;32.535999999999994;76.80933333333334;124.11766666666666;38.66633333333333;565.0120000000001;1.0356666666666667
Sostines regionas;0.3005049557093472;;17.12331698611327;42.05053113074969;25.086191974349347;7.988992302951516;18692.30769230769;66.61538461538461;15189.818461538463;23914.47923076923;15212.53;29415.384615384617;105.6153846153846;76.41533333333334;2474.0063333333333;2.0203333333333333;451.3376666666666;29.41433333333333;24.90533333333333;5.4303333333333335;28.60933333333333;57.7;64.86133333333333;16.602666666666668;811.1569999999999;0.6493333333333333
Stockholm;0.4273972759284246;;16.10272973723071;55.97556394889342;14.369778087792984;0.3636363636363636;61661.53846153846;228.53846153846155;135826.45461538463;104223.64230769232;1302229.3030769231;47315.38461538462;175.23076923076923;83.34266666666666;1646.5233333333335;1.553;107.35033333333332;60.04866666666667;29.42733333333333;7.783666666666666;25.91166666666667;44.13;72.009;113.106;90.76866666666666;3.4266666666666667
Strední Morava;;4.7708305475972494;14.902625266885083;46.79782289400997;19.933430861083234;1.7889311933993353;13115.384615384615;47.38461538461539;15995.603076923077;23367.28846153846;425915.03;19161.53846153846;69.92307692307692;92.18466666666669;2311.826666666667;2.682333333333333;220.46266666666668;56.63133333333334;72.408;7.340666666666666;27.113;65.20833333333333;72.501;29.130666666666663;521.2413333333333;1.0133333333333332
Ticino;0.2927593455299767;7.2383808008575645;20.002353352880583;54.09726771876606;16.035262428005453;1.8332898507053923;75160.0;265.4;25480.44428571428;16608.444285714286;29285.562857142857;48600.0;171.4;52.17933333333334;1439.1556666666663;1.7683333333333335;87.859;45.403666666666666;16.950666666666667;6.863666666666666;30.790666666666667;38.16366666666667;81.04066666666667;90.98533333333332;115.78066666666668;13.820666666666666
Trier;0.2626373748162946;12.113203481522572;21.92290026052064;;14.749502290959288;1.0241156056213971;27746.153846153848;102.46153846153848;14600.877692307691;13428.725384615384;14600.877692307691;25530.76923076923;94.23076923076924;104.166;1898.7396666666668;1.7226666666666666;131.19866666666667;78.40566666666668;59.318333333333335;5.692333333333334;38.54966666666667;51.10733333333334;91.27766666666666;100.867;184.146;4.054333333333334
Tübingen;0.2979008073656259;18.34204666201834;24.392622915452687;45.97425422914982;15.23106822215827;;39076.92307692308;143.76923076923077;70978.99230769232;65269.99461538461;70978.99230769232;35946.153846153844;132.23076923076923;98.69033333333331;1757.5676666666666;2.888;130.855;58.330000000000005;54.83166666666667;5.113666666666666;32.211333333333336;44.31166666666666;60.39633333333333;96.06966666666668;132.76266666666666;5.231
Umbria;0.703890750778632;12.337148088598903;31.244788174822475;48.55849589542954;28.54062414004669;2.9996661640135813;24707.69230769231;92.46153846153848;21609.80923076923;21435.19384615385;21609.80923076923;24523.07692307692;91.6923076923077;58.91866666666667;1531.9216666666666;0.7496666666666666;151.25799999999998;57.949;45.56366666666667;4.5616666666666665;25.23933333333333;46.142;74.43599999999999;51.158;145.49866666666668;2.418333333333333
Unterfranken;0.2770238051421072;9.569260758480551;22.100180135102487;46.122924776068366;14.93736018966978;;36500.0;134.46153846153845;47853.00615384615;44015.18307692308;47853.00615384615;33569.230769230766;123.53846153846152;99.716;1864.877;2.333666666666667;128.63433333333333;60.00933333333333;60.04733333333333;5.356;32.50233333333333;48.18033333333334;61.879333333333335;99.89533333333334;169.14133333333334;2.8426666666666667
Utrecht;;6.064454633665913;18.97249510288612;46.70038797715441;16.42561668846612;;50769.230769230766;187.6153846153846;64296.224615384606;56627.46307692308;64296.224615384606;44761.53846153846;165.92307692307693;66.049;1783.8743333333334;1.4936666666666667;115.11333333333332;81.62033333333333;33.967666666666666;7.981666666666666;31.581333333333337;56.53566666666666;104.66333333333334;154.34466666666668;41.87533333333333;5.137666666666666
Zahodna Slovenija;0.3499690364380374;;21.456451511870007;41.058716084077375;20.76320939334638;3.0279304543721186;22892.30769230769;83.6923076923077;22193.86230769231;26958.681538461537;22069.34230769231;27838.46153846154;102.3076923076923;79.91583333333334;1721.607083333333;1.5079166666666666;170.245;37.62083333333333;31.02;10.50625;36.72708333333333;59.84291666666667;99.91125;18.741666666666667;87.88708333333334;0.6622222222222223
Zuid-Holland;;9.790299813619058;25.34240297580748;44.7494979724246;18.68327105326851;;40900.0;151.46153846153845;148206.80230769233;130635.76692307692;148206.80230769233;36084.61538461538;134.0;66.78533333333333;1811.384;1.7036666666666669;117.45233333333334;83.58433333333333;35.47066666666667;8.211666666666666;32.963;56.811;113.40833333333332;159.70133333333334;42.318333333333335;4.8886666666666665
Zürich;;4.711967293382468;13.808186066519262;46.59367635140709;11.347027318633884;;88760.0;313.2;126672.29571428572;82595.03142857143;145664.2814285714;57420.0;202.6;57.63666666666666;1558.0963333333334;1.5953333333333333;90.24966666666666;44.87566666666667;28.504666666666665;6.595666666666667;31.09433333333333;38.936;67.801;151.864;137.45;9.946333333333332
Área Metropolitana de Lisboa;0.2252215421142569;3.97946235462192;14.03554803375464;63.24697680157946;17.69411740492449;1.073329485709206;23653.846153846152;87.84615384615384;66524.07769230769;80393.61461538462;66524.07769230769;28569.23076923077;106.3076923076923;92.82;1758.4013333333337;2.4626666666666663;205.439;42.74333333333333;70.45366666666668;4.407;29.772333333333336;64.179;64.515;60.89866666666667;70.42;1.628
Attiki;;;;;;;22430.76923076923;83.92307692307692;85991.86307692308;100172.58846153846;85931.4823076923;26138.46153846154;97.6153846153846;107.263;1809.331;0.1873333333333333;193.17066666666668;42.795;23.932666666666663;3.64;34.584666666666664;44.36;107.30966666666669;17.35233333333333;105.84966666666666;1.3056666666666668
Bucuresti - Ilfov;;;;;;;18715.384615384617;66.38461538461539;43019.41923076923;84444.43461538461;194904.87615384613;36769.230769230766;131.46153846153845;265.31466666666665;2555.9656666666665;0.6266666666666667;502.90833333333336;29.739;10.756666666666666;2.51;42.17733333333333;71.72433333333333;105.872;0.596;284.4456666666667;0.2093333333333333
Burgenland (AT);;;;;;;27000.0;99.3076923076923;7816.406923076924;6988.74076923077;7816.406923076924;24153.846153846152;89.0;132.49666666666667;1913.4533333333331;1.50625;119.33733333333332;61.04366666666667;98.03333333333332;6.758666666666667;30.49233333333333;41.9;72.32366666666667;47.39933333333333;277.4893333333333;0.9322222222222224
Cantabria;;;;;;;21361.53846153846;79.15384615384616;12382.56076923077;13275.184615384616;12382.56076923077;22907.69230769231;85.07692307692308;41.41633333333333;1545.0243333333333;2.945333333333333;109.249;50.83466666666666;19.06533333333333;3.3833333333333333;21.220333333333333;61.46833333333333;90.10466666666666;118.91033333333333;59.95466666666667;1.5423333333333331
Ciudad de Ceuta;;;;;;;19007.69230769231;70.84615384615384;1565.8038461538465;1678.8453846153848;1565.8038461538465;20400.0;75.92307692307692;77.09066666666668;1891.2803333333331;1.6780000000000002;126.67466666666664;57.32266666666667;81.19800000000001;4.978888888888889;28.290000000000003;41.89733333333333;84.53833333333334;64.18366666666667;100.91733333333332;4.714
Ciudad de Melilla;;;;;;;17600.0;65.61538461538461;1425.4184615384615;1528.3884615384616;1425.4184615384615;18861.53846153846;70.38461538461539;76.07466666666666;1930.147;6.875;129.99266666666668;60.22933333333334;92.89766666666668;5.846190476190476;29.23166666666667;56.812000000000005;87.92699999999999;52.32633333333333;86.50133333333333;5.611428571428571
Corse;;;;;;;25323.07692307692;93.6923076923077;8285.123076923077;7438.448846153846;8285.123076923077;22715.384615384617;83.84615384615384;44.97166666666667;1442.582;1.398888888888889;81.97433333333333;23.818;28.588;3.2093333333333334;25.209333333333333;36.08566666666666;93.30566666666668;44.44233333333333;51.07733333333333;6.204666666666666
Cyprus;;;;;;;22538.46153846154;83.38461538461539;19104.53923076923;20886.220769230767;19071.725384615384;24646.153846153848;91.0;82.275;1893.6746666666663;7.226333333333333;136.36866666666666;49.40566666666667;125.48466666666668;3.8316666666666666;27.366;34.242666666666665;64.86133333333333;63.78533333333333;107.54033333333334;2.143
Drenthe;;;;;;;28569.23076923077;105.92307692307692;13996.379230769233;12342.854615384616;13996.379230769233;25176.92307692308;93.6153846153846;67.24133333333333;1847.6263333333332;1.842;120.60866666666666;80.407;37.95333333333333;8.847000000000001;35.493;60.966;107.87466666666666;160.19633333333334;50.16366666666667;4.551333333333333
Dytiki Makedonia;;;;;;;15884.615384615385;59.53846153846154;4379.32076923077;5093.590769230768;4376.264615384615;18500.0;69.23076923076923;81.86208333333333;1748.6691666666666;0.6646666666666666;245.5608333333333;39.1675;28.82875;3.928333333333333;27.902916666666663;42.931666666666665;89.30791666666666;27.72;70.37083333333334;2.455714285714285
Flevoland;;;;;;;30446.153846153848;112.6153846153846;12247.523076923077;10783.55076923077;12247.523076923077;26846.153846153848;99.46153846153848;69.059;1833.298;2.031111111111111;115.05166666666668;92.84033333333332;47.73166666666667;8.366;30.315;57.60266666666666;114.29033333333334;122.74866666666668;56.07233333333333;3.172
Friesland (NL);;;;;;;28584.615384615383;105.3846153846154;18484.637692307693;16291.925384615384;18484.637692307693;25192.30769230769;93.23076923076924;73.51299999999999;1846.4936666666665;1.5576666666666663;130.627;80.70733333333334;39.46533333333333;8.305333333333333;34.343333333333334;57.571;104.18;139.221;46.715;5.152333333333333
Guadeloupe;;;;;;;21507.69230769231;79.6923076923077;8752.73;7853.1484615384625;8752.73;19292.30769230769;71.38461538461539;21.177407407407404;1374.0855555555554;4.225555555555555;109.67703703703704;12.386296296296296;66.33444444444444;1.4185185185185183;21.674444444444447;32.325185185185184;24.83333333333333;36.80703703703704;21.29851851851852;5.64
Helsinki-Uusimaa;;;;;;;50476.92307692308;186.69230769230768;80999.16923076923;65048.92307692308;80999.16923076923;40576.92307692308;150.46153846153845;90.325;1730.074;2.568;152.46733333333336;51.027;15.796;7.561333333333334;28.97533333333333;40.03833333333333;77.61766666666668;94.37033333333332;214.962;4.254333333333333
Hovedstaden;;;;;;;61046.15384615384;224.6153846153846;108371.29384615386;79786.33846153846;807441.3;44915.38461538462;165.0;43.881;1938.0866666666664;2.619333333333333;120.981;133.80533333333332;50.67466666666667;8.147666666666668;38.58866666666667;63.84333333333333;113.40866666666668;122.45966666666666;85.90166666666667;5.240333333333334
Illes Balears;;;;;;;24607.69230769231;91.76923076923076;27484.345384615382;29476.746153846158;27484.345384615382;26423.07692307692;98.6153846153846;51.67733333333333;1595.942;3.531333333333333;96.424;64.17533333333333;51.528;3.862;23.447333333333333;57.47666666666667;79.422;82.13466666666666;76.37366666666667;2.6003333333333334
Ionia Nisia;;;;;;;15376.923076923076;58.0;3167.9930769230773;3691.5676923076926;3165.464615384616;17938.46153846154;67.6923076923077;77.12625;1907.299166666667;0.8608333333333333;231.43416666666667;58.08291666666667;32.49833333333333;2.8479166666666664;26.909166666666664;36.17958333333333;100.77416666666666;19.435;59.21458333333333;1.1972222222222222
Ipeiros;;;;;;;11938.46153846154;44.84615384615385;4036.58;4705.256923076923;4033.383076923077;13915.384615384615;52.23076923076923;63.55708333333333;1527.9170833333335;0.5346666666666666;211.8058333333333;36.64375;20.459166666666665;2.3529166666666668;23.101250000000004;25.432916666666667;90.31458333333336;14.36125;72.79833333333333;1.0404761904761906
Kriti;;;;;;;14161.53846153846;53.30769230769231;8857.413846153846;10327.672307692306;8850.918461538462;16500.0;62.15384615384615;65.33666666666666;1746.2503333333334;0.3388888888888889;175.82433333333336;62.456;24.09433333333333;3.564;26.095;42.553666666666665;105.952;14.524333333333333;71.88366666666667;1.5042857142857142
Kypros;;;;;;;22538.46153846154;83.38461538461539;19104.53923076923;20886.220769230767;19071.725384615384;24646.153846153848;91.0;82.275;1893.6746666666663;7.226333333333333;136.36866666666666;49.40566666666667;125.48466666666668;3.8316666666666666;27.366;34.242666666666665;64.86133333333333;63.78533333333333;107.54033333333334;2.143
Közép-Magyarország;;;;;;;17961.53846153846;65.38461538461539;53628.66230769231;86894.66;16692281.142307691;29107.69230769231;106.46153846153848;128.127;2422.447;1.489;221.621;112.68566666666668;44.499;6.0136666666666665;41.736666666666665;89.733;137.017;68.19933333333333;545.5973333333334;2.259333333333333
La Réunion;;;;;;;20053.846153846152;74.15384615384616;16901.73769230769;15174.27153846154;16901.73769230769;18015.384615384617;66.46153846153847;56.802;1668.54;6.187666666666667;136.51666666666668;48.190666666666665;100.71766666666667;2.049;18.601666666666667;41.553;58.996;66.72966666666667;60.07266666666667;6.28
Martinique;;;;;;;21869.23076923077;80.6923076923077;8229.960769230769;7383.91;8229.960769230769;19630.76923076923;72.15384615384616;24.73133333333333;1432.0683333333334;3.5766666666666667;115.797;9.834666666666667;67.00333333333334;1.7983333333333331;21.743;41.855;27.436666666666667;35.909;20.779333333333334;5.484333333333334
Mayotte;;;;;;;8053.846153846154;29.384615384615383;1958.007692307692;1761.8923076923077;1958.007692307692;7223.076923076923;26.07692307692308;35.80714285714286;2522.720476190476;12.777142857142858;324.2961904761905;54.68142857142857;144.14666666666668;3.41;18.85285714285714;9.849444444444444;21.306666666666665;42.511428571428574;20.326666666666668;4.263333333333334
Noord-Nederland;;;;;;;33023.07692307692;122.53846153846152;56734.27538461538;50056.19846153846;56734.27538461538;29123.07692307692;108.46153846153848;73.259;1876.406;1.7186666666666666;125.03;84.95433333333334;39.992666666666665;8.493666666666666;34.12566666666667;59.56733333333333;111.955;154.636;49.61333333333334;4.862666666666667
Notio Aigaio;;;;;;;17976.923076923078;67.92307692307692;6034.101538461539;7035.549999999999;6029.581538461538;20961.53846153846;78.92307692307692;75.45033333333335;1777.0143333333333;1.2833333333333334;198.397;48.284;30.43566666666667;2.8316666666666666;25.708666666666662;35.059;96.61366666666666;19.96433333333333;87.69066666666666;2.263809523809524
Overijssel;;;;;;;33684.61538461538;123.92307692307692;38516.344615384616;33925.17230769231;38516.344615384616;29676.92307692308;109.76923076923076;62.77766666666666;1888.679;1.5663333333333334;127.21433333333331;92.537;42.29866666666667;7.56;35.943333333333335;62.85;109.87;173.26533333333333;47.153;4.336
Pest;;;;;;;9523.076923076924;34.76923076923077;11853.54;19189.113846153847;3694255.296153846;15430.76923076923;56.53846153846154;156.40966666666665;2684.2213333333334;2.497666666666667;270.9583333333333;116.36966666666667;53.85033333333333;6.447333333333333;38.22033333333333;94.72766666666666;135.83599999999998;77.569;618.918;2.7430000000000003
Praha;;;;;;;36130.769230769234;130.6153846153846;46144.3;67176.61615384616;1225469.5984615383;52746.15384615384;192.3846153846154;74.14133333333332;2075.239333333333;2.287;170.48166666666663;68.79433333333333;55.05033333333333;7.498666666666667;34.95633333333333;60.48433333333333;92.75033333333334;38.394;466.4506666666667;1.0326666666666666
Prov. Antwerpen;;;;;;;44108.333333333336;158.33333333333334;80465.20583333333;72020.17583333333;80465.20583333333;39491.66666666666;141.75;63.91933333333333;1751.624;1.3023333333333331;127.94166666666666;71.54233333333333;22.44066666666667;5.424333333333333;31.603666666666665;44.73566666666667;99.02;116.56966666666668;49.021;4.1593333333333335
Prov. Brabant wallon;;;;;;;43791.66666666666;156.33333333333334;17376.98;15546.369166666664;17376.98;39191.66666666666;139.91666666666666;68.773;1728.3663333333332;3.0716666666666668;105.65433333333334;71.43233333333333;23.566;5.268;35.755;43.693;84.43966666666667;57.63633333333333;55.379;7.902333333333333
Prov. Limburg (BE);;;;;;;30391.666666666668;109.08333333333331;26263.4475;23507.08083333333;26263.4475;27200.0;97.66666666666669;65.969;1703.184;1.2003333333333333;114.48066666666666;80.73133333333334;21.405;4.401333333333333;27.651666666666664;40.09633333333333;106.3;95.51766666666666;50.63866666666667;4.148
Prov. Luxembourg (BE);;;;;;;23291.666666666668;83.91666666666667;6557.333333333333;5870.155833333333;6557.333333333333;20858.33333333333;75.16666666666667;66.642;1939.945333333333;2.5966666666666667;106.22433333333332;87.02866666666667;32.971;5.463666666666667;34.081;50.428666666666665;107.50633333333332;53.79433333333333;71.17566666666667;8.643333333333334
Prov. Oost-Vlaanderen;;;;;;;34041.666666666664;122.16666666666669;50707.13416666666;45381.86083333333;50707.13416666666;30500.0;109.5;69.97666666666667;1761.854;1.1443333333333332;120.74366666666668;70.51833333333335;28.517;5.517333333333334;35.678666666666665;46.22;92.677;101.22766666666666;51.708666666666666;4.644333333333334
Prov. Vlaams-Brabant;;;;;;;39725.0;142.66666666666666;44634.31916666666;39943.06583333333;44634.31916666666;35550.0;127.66666666666669;63.73366666666666;1675.8556666666666;1.606666666666667;112.916;64.978;25.178;4.844333333333333;32.69766666666666;45.705000000000005;84.347;102.18933333333332;53.216;5.075
Prov. West-Vlaanderen;;;;;;;36100.0;129.5;42800.69833333333;38308.77416666667;42800.69833333333;32325.0;115.91666666666669;63.35066666666667;1659.8996666666667;1.3176666666666668;113.823;62.40133333333333;24.019333333333336;5.965999999999999;34.772000000000006;43.693333333333335;84.009;86.694;54.208333333333336;4.042333333333334
Provincia Autonoma di Bolzano/Bozen;;;;;;;42815.38461538462;158.46153846153845;22073.050000000003;21907.96;22073.050000000003;42484.61538461538;157.15384615384616;73.29333333333334;1505.6766666666667;0.9351851851851852;125.85166666666667;53.192;25.40533333333333;5.986666666666666;27.25433333333333;47.687;67.34433333333332;69.28433333333334;91.519;2.761
Região Autónoma dos Açores (PT);;;;;;;15600.0;57.38461538461539;3816.130769230769;4610.093076923077;3816.130769230769;18838.46153846154;69.53846153846153;137.84366666666668;2521.309;5.914333333333333;289.62333333333333;113.796;145.08166666666665;2.9256666666666664;39.82966666666667;50.46133333333333;111.51166666666668;83.19033333333333;82.30466666666666;3.453333333333333
Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest;;;;;;;66366.66666666667;239.33333333333331;78207.11666666667;70006.03916666667;78207.11666666667;59441.66666666666;214.41666666666663;68.82466666666666;1815.9946666666665;3.287;108.36033333333332;85.015;29.792;4.193333333333333;36.98633333333333;47.66133333333333;90.47166666666666;81.11166666666666;61.765;7.530333333333333
Sjeverna Hrvatska;;;;;;;8615.384615384615;31.384615384615383;7163.0630769230775;10970.261538461538;7131.493846153846;13176.923076923076;48.07692307692308;142.42666666666668;2679.873333333333;6.133333333333333;268.37666666666667;72.73333333333333;194.78;7.73;28.00333333333333;85.90666666666668;99.24333333333334;55.91666666666666;192.18;10.92
Sjælland;;;;;;;32792.307692307695;121.15384615384616;27072.03;19917.01153846154;201708.7969230769;24123.07692307692;88.92307692307692;57.79566666666666;2012.3186666666663;2.3736666666666664;142.469;137.06266666666667;53.78966666666667;8.533;37.42;72.07400000000001;132.344;132.80233333333334;98.13833333333334;6.514666666666667
Valle d'Aosta/Vallée d'Aoste;;;;;;;36438.46153846154;135.92307692307693;4583.456923076923;4544.834615384615;4583.456923076923;36146.15384615384;134.84615384615384;73.80933333333334;1690.4573333333333;1.4505555555555556;148.23333333333332;68.19233333333334;38.44166666666667;6.269333333333334;31.63233333333333;43.68666666666666;84.40466666666666;119.80133333333332;79.27933333333334;5.712666666666666
Vorarlberg;;;;;;;42100.0;154.76923076923077;16125.837692307694;14414.384615384615;16125.837692307694;37653.84615384616;138.76923076923077;82.868;1632.8823333333337;1.165925925925926;117.25433333333334;53.48799999999999;47.547;6.6546666666666665;29.194666666666667;40.00466666666667;72.76966666666667;72.33166666666666;213.99266666666665;0.5727777777777778
Voreio Aigaio;;;;;;;12276.923076923076;46.38461538461539;2536.193076923077;2954.179230769231;2534.4069230769232;14253.846153846154;53.92307692307692;89.14666666666668;1740.3623333333337;0.7594444444444445;189.5836666666667;42.14333333333333;24.685;3.310666666666666;25.97833333333333;27.988;92.355;14.486296296296295;46.57866666666666;1.4544444444444444
Warszawski stoleczny;;;;;;;23761.53846153846;86.0;70994.52076923077;120104.6853846154;302948.14;40223.07692307692;146.0;67.09666666666666;2008.15125;1.625;159.90541666666667;39.306666666666665;34.295;7.915;36.93666666666667;59.63208333333333;114.37125;4.11125;129.81125;0.1328571428571428
Wien;;;;;;;47730.769230769234;177.23076923076923;86098.57692307692;77015.46615384615;86098.57692307692;42730.769230769234;158.92307692307693;73.99466666666667;1836.9336666666663;1.471666666666667;100.58666666666666;78.54166666666667;71.23366666666668;7.188666666666666;36.91933333333333;51.56066666666666;97.22966666666666;39.882666666666665;325.781;0.4118518518518519
Zeeland;;;;;;;32292.30769230769;118.76923076923076;12327.859230769232;10858.925384615384;12327.859230769232;28446.153846153848;104.92307692307692;64.30466666666666;1669.3736666666666;2.099;116.34533333333334;60.726;31.535666666666668;7.934;31.10833333333333;53.44866666666667;93.764;146.551;41.14533333333333;3.981666666666667
Zentralschweiz;;;;;;;70140.0;247.4;53856.44;35114.32;61926.04571428571;45360.0;159.8;55.548;1580.554666666667;2.765333333333333;88.96266666666666;44.985;31.198;7.156000000000001;29.836666666666662;39.51733333333333;60.373666666666665;136.3613333333333;156.71066666666667;9.355333333333334
Zuid-Nederland;;;;;;;39053.84615384616;143.69230769230768;141463.61;124602.15307692307;141463.61;34400.0;127.0;67.33366666666667;1873.9556666666665;1.3046666666666666;130.50433333333334;90.51433333333333;32.75266666666666;7.016666666666667;31.459333333333333;59.17733333333333;120.59833333333334;168.114;48.024;4.238
Åland;;;;;;;43769.230769230766;162.92307692307693;1260.3907692307694;1012.7607692307693;1260.3907692307694;35207.692307692305;131.3846153846154;193.8443333333333;1720.0596666666668;8.928333333333335;155.147;64.914;12.481333333333334;8.999166666666666;20.170666666666666;59.92266666666667;78.714;60.39666666666667;132.37033333333335;7.399999999999999
Liechtenstein;;;;;;;;;;;;;;36.688148148148144;1680.9630000000002;4.065;81.601;39.455333333333336;13.5256;7.013888888888889;27.47133333333333;33.04333333333334;57.547;29.13533333333333;127.944;6.854782608695652
